FTSE NAREIT US Real Estate Index Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Index Values and Returns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 1971 - March 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Returns and dividend yield in percent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All REITs,,,,,,,Composite,,,,,,,Real Estate 50,,,,,,,All Equity REITs,,,,,,,Equity REITs,,,,,,,Mortgage REITs,,,,,
,Total,,Price,,Income,Dividend,,Total,,Price,,Income,Dividend,,Total,,Price,,Income,Dividend,,Total,,Price,,Income,Dividend,,Total,,Price,,Income,Dividend,,Total,,Price,,Income ,Dividend
Date,Return,Index,Return,Index,Return,Yield,,Return,Index,Return,Index,Return,Yield,,Return,Index,Return,Index,Return,Yield,,Return,Index,Return,Index,Return,Yield,,Return,Index,Return,Index,Return,Yield,,Return,Index,Return,Index,Return,Yield
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-75,-1.44,65.32,-1.58,45.65,0.14,11.39,,-1.44,65.32,-1.58,45.65,0.14,11.39,,,,,,,,,-1.53,89.97,-1.58,65.97,0.05,10.62,,-1.53,89.97,-1.58,65.97,0.05,10.62,,-1.78,55.95,-2.02,37.06,0.24,13.28
Sep-75,-7.65,60.33,-8.89,41.59,1.24,12.32,,-7.65,60.33,-8.89,41.59,1.24,12.32,,,,,,,,,-6.31,84.3,-7.46,61.06,1.15,11.56,,-6.31,84.3,-7.46,61.06,1.15,11.56,,-6.55,52.29,-8.56,33.89,2.01,14.36
Oct-75,-1.37,59.5,-2.64,40.5,1.26,12.13,,-1.37,59.5,-2.64,40.5,1.26,12.13,,,,,,,,,-2.45,82.23,-3.5,58.92,1.04,11.07,,-2.45,82.23,-3.5,58.92,1.04,11.07,,-1.93,51.28,-2.78,32.95,0.85,14.47
Nov-75,1.41,60.33,1.32,41.03,0.09,11.9,,1.41,60.33,1.32,41.03,0.09,11.9,,,,,,,,,1.69,83.62,1.62,59.87,0.07,10.78,,1.69,83.62,1.62,59.87,0.07,10.78,,-1.92,50.29,-2,32.29,0.08,14.7
Dec-75,5.64,63.74,4.37,42.82,1.27,11.21,,5.64,63.74,4.37,42.82,1.27,11.21,,,,,,,,,2.32,85.56,1.11,60.54,1.21,10.65,,2.32,85.56,1.11,60.54,1.21,10.65,,9.43,55.04,7.36,34.66,2.08,12.86
Jan-76,14.57,73.03,12.98,48.38,1.59,10.3,,14.57,73.03,12.98,48.38,1.59,10.3,,,,,,,,,13.68,97.27,12.44,68.07,1.24,8.84,,13.68,97.27,12.44,68.07,1.24,8.84,,12.21,61.75,11.36,38.6,0.84,11.56
Feb-76,3.91,75.88,3.69,50.17,0.22,9.39,,3.91,75.88,3.69,50.17,0.22,9.39,,,,,,,,,4.93,102.06,4.88,71.39,0.05,7.96,,4.93,102.06,4.88,71.39,0.05,7.96,,7.88,66.62,7.32,41.42,0.56,9.4
Mar-76,-0.89,75.21,-1.7,49.32,0.81,9.49,,-0.89,75.21,-1.7,49.32,0.81,9.49,,,,,,,,,0.41,102.49,-0.61,70.96,1.02,8.04,,0.41,102.49,-0.61,70.96,1.02,8.04,,-3,64.62,-4.05,39.75,1.05,9.57
Apr-76,0.73,75.76,-0.33,49.15,1.05,8.76,,0.73,75.76,-0.33,49.15,1.05,8.76,,,,,,,,,1.85,104.39,1.08,71.73,0.77,7.96,,1.85,104.39,1.08,71.73,0.77,7.96,,-1.64,63.57,-2.28,38.84,0.64,9.87
May-76,-1.99,74.25,-2.27,48.04,0.28,8.94,,-1.99,74.25,-2.27,48.04,0.28,8.94,,,,,,,,,-2.8,101.46,-2.85,69.68,0.05,8.19,,-2.8,101.46,-2.85,69.68,0.05,8.19,,-1.33,62.72,-1.93,38.09,0.6,10.07
Jun-76,1.38,75.28,0.54,48.3,0.84,9.07,,1.38,75.28,0.54,48.3,0.84,9.07,,,,,,,,,3.99,105.51,2.87,71.69,1.12,8.23,,3.99,105.51,2.87,71.69,1.12,8.23,,2.72,64.43,1.53,38.68,1.19,10.25
Jul-76,3.11,77.61,2.03,49.28,1.08,8.54,,3.11,77.61,2.03,49.28,1.08,8.54,,,,,,,,,2.51,108.17,1.48,72.75,1.03,8.21,,2.51,108.17,1.48,72.75,1.03,8.21,,4.37,67.24,3.73,40.12,0.63,9.38
Aug-76,2.96,79.91,2.7,50.61,0.25,8.18,,2.96,79.91,2.7,50.61,0.25,8.18,,,,,,,,,3.7,112.16,3.62,75.38,0.08,7.92,,3.7,112.16,3.62,75.38,0.08,7.92,,2.63,69.01,2.17,40.99,0.46,8.64
Sep-76,3.34,82.58,2.42,51.84,0.92,8.46,,3.34,82.58,2.42,51.84,0.92,8.46,,,,,,,,,1,113.29,-0.06,75.33,1.07,8.11,,1,113.29,-0.06,75.33,1.07,8.11,,6.08,73.21,4.7,42.92,1.37,9.3
Oct-76,1.25,83.62,0.3,52,0.95,8.51,,1.25,83.62,0.3,52,0.95,8.51,,,,,,,,,1.16,114.6,0.5,75.71,0.66,8.07,,1.16,114.6,0.5,75.71,0.66,8.07,,-0.13,73.11,-0.74,42.6,0.61,9.5
